Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i3,128,0,0,Intel,53010.0
Asus,Notebook,17.3,1920x1080,8,Windows,2.1,0,0,Intel Core i7,1128,1000,0,Nvidia,103050.0
Asus,Notebook,17.3,1920x1080,8,No ,2.69,0,0,Intel Core i7,1128,1000,0,Nvidia,80010.0
Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i5,256,0,0,Nvidia,79110.0
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.38,1,1,Intel Core i7,256,0,0,Intel,97110.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,2128,2000,0,AMD,88650.0
HP,Notebook,15.6,1366x768,8,Windows,2.04,1,0,Intel Core i5,0,1000,0,Intel,50310.0
Asus,Gaming,17.3,1920x1080,16,Windows,3.6,0,0,Intel Core i7,256,0,0,Nvidia,269910.0
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,0,500,0,Intel,60750.0
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,512,0,0,Intel,183600.0
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,1,Intel Core i7,0,1000,0,Intel,73710.0
Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,0,Intel Core i7,1256,1000,0,Nvidia,161910.0
Asus,Notebook,15.6,1366x768,4,Windows,1.68,0,0,AMD processor,0,1000,0,AMD,42210.0
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.37,1,1,Intel Core i7,512,0,0,Intel,166410.0
Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i3,256,0,0,Nvidia,63180.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.41,0,0,Intel Core i5,256,0,0,Intel,85410.0
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,AMD processor,128,0,0,AMD,40131.0
HP,Notebook,17.3,1920x1080,16,Windows,2.9,0,1,Intel Core i7,0,1000,0,Nvidia,95310.0
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1512,1000,0,Nvidia,224910.0
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.0,1,1,Intel Core i7,512,0,0,Nvidia,152910.0
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1128,1000,0,AMD,102780.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i3,256,0,0,Intel,39960.0
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i5,0,500,0,Intel,64980.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,0,1000,0,Intel,59130.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.24,0,0,Intel Core i5,0,1000,0,AMD,50850.0
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.67,1,0,Intel Core i5,256,0,0,Intel,71910.0
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i7,1024,0,0,Intel,134910.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i5,0,1000,0,Intel,42030.0
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,0,1000,0,Nvidia,91620.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i7,256,0,0,Intel,79200.0
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,512,0,0,Intel,176301.0
Asus,Gaming,17.3,1920x1080,16,Windows,3.2,0,0,AMD processor,1256,1000,0,AMD,139410.0
Dell,Notebook,15.6,1920x1080,8,Linux,2.14,0,0,Intel Core i7,256,0,0,AMD,66156.3
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.36,1,0,Intel Core i7,512,0,0,Intel,224910.0
Toshiba,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i7,0,500,0,Nvidia,73080.0
Dell,Notebook,15.6,1366x768,12,Windows,2.3,0,0,Intel Core i7,0,1000,0,Intel,64176.3
Dell,Notebook,17.3,1920x1080,8,Linux,2.8,0,0,Intel Core i7,1128,1000,0,AMD,98910.0
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,1000,0,Nvidia,67050.0
Lenovo,Notebook,17.3,1600x900,4,Windows,2.8,0,0,Intel Core i3,0,1000,0,Intel,44010.0
Lenovo,Notebook,17.3,1920x1080,8,No ,2.8,0,0,Intel Core i7,0,2000,0,Nvidia,76410.0
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1128,1000,0,Nvidia,77310.0
Dell,Notebook,15.6,1920x1080,4,Linux,2.25,0,0,Intel Core i3,0,1000,0,AMD,38520.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,256,0,0,Nvidia,74610.0
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,52110.0
Acer,Notebook,15.6,1920x1080,8,Windows,3.0,0,1,Intel Core i7,256,0,0,Nvidia,85590.0
Acer,Notebook,15.6,1920x1080,12,Windows,2.15,1,1,Intel Core i7,0,1000,0,Intel,59310.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i7,256,0,0,Intel,98730.0
Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i5,256,0,0,Nvidia,87930.0
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,1256,1000,0,Nvidia,106110.0
Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,59310.9
Acer,Notebook,15.6,1366x768,2,Chrome ,2.19,0,0,Other Intel,16,0,0,Intel,17910.0
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,0,1000,0,Nvidia,106830.0
HP,Notebook,17.3,1600x900,8,Windows,2.54,0,0,Intel Core i3,0,1000,0,Intel,44010.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Nvidia,164610.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i5,256,0,0,Intel,66510.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,0,1000,0,Nvidia,116910.0
Acer,Notebook,15.6,1920x1080,8,Linux,2.5,0,0,Intel Core i7,256,0,0,Nvidia,88110.0
Dell,Workstation,17.3,1920x1080,16,Windows,3.42,0,0,Intel Core i7,256,0,0,Nvidia,259637.4
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,AMD processor,0,1000,0,AMD,44910.0
Asus,Ultrabook,15.6,1920x1080,16,Windows,1.63,0,0,Intel Core i7,512,0,0,Nvidia,132120.0
Asus,Notebook,14.0,1366x768,4,Windows,1.3,0,0,Intel Core i3,128,0,0,Intel,45810.0
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,190980.0
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,0,1000,0,Nvidia,58410.0
Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Intel Core i5,0,2000,0,Nvidia,49410.0
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,1128,1000,0,Nvidia,113850.0
Lenovo,Notebook,15.6,1366x768,4,No ,2.2,0,0,Other Intel,0,1000,0,Intel,32399.1
HP,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.28,1,0,Intel Core i7,256,0,0,Intel,177750.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,256,0,0,Nvidia,93870.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,1128,1000,0,Nvidia,73710.0
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Intel Core i3,0,1000,0,Intel,42210.0
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.1,0,1,Intel Core i5,256,0,0,Intel,89910.0
Dell,Ultrabook,13.3,3840x2160,16,Windows,1.21,1,1,Intel Core i7,1000,0,0,Intel,224910.0
MSI,Gaming,15.6,1920x1080,16,Windows,2.8,0,1,Intel Core i7,1256,1000,0,Nvidia,188910.0
Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,AMD processor,256,0,0,AMD,42210.0
Asus,2 in 1 Convertible,11.6,1366x768,2,Windows,1.1,1,0,Other Intel,0,0,32,Intel,24750.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i5,1128,1000,0,AMD,75960.0
HP,2 in 1 Convertible,13.3,3840x2160,16,Windows,1.29,1,1,Intel Core i7,1000,0,0,Intel,220410.0
Lenovo,Notebook,13.3,1366x768,4,Chrome ,1.45,0,0,Other Intel,0,0,16,Intel,41391.0
HP,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,256,0,0,Intel,88200.0
Acer,Notebook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel,0,0,128,Intel,43650.0
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,256,0,0,Intel,116280.0
Lenovo,Notebook,17.3,1600x900,4,Windows,2.79,0,0,Intel Core i5,0,1000,0,Nvidia,53010.0
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Intel,98460.0
HP,Notebook,15.6,1366x768,8,Windows,2.1,0,1,Intel Core i7,0,1000,0,Intel,81180.0
Acer,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD processor,256,0,0,AMD,59310.0
Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel,0,0,32,Intel,26280.0
Acer,Notebook,15.6,1366x768,6,Windows,2.23,0,0,Intel Core i5,0,1000,0,Intel,49410.0
Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,256,0,0,Nvidia,94491.0
HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,256,0,0,Intel,120150.0
Dell,Notebook,15.6,3840x2160,32,Windows,2.06,1,0,Intel Core i7,1000,0,0,Nvidia,237510.0
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1256,1000,0,Nvidia,107910.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,256,0,0,Intel,84870.0
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1256,1000,0,Intel,120060.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i3,0,1000,0,Intel,40410.0
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,256,0,0,Nvidia,89910.0
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i5,256,0,0,Intel,114120.0
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,1,Intel Core i5,1128,1000,0,Nvidia,94410.0
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,256,0,0,Intel,102960.0
Asus,Notebook,15.6,1366x768,4,Linux,2.0,0,0,Other Intel,0,1000,0,Intel,24749.1
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i5,256,0,0,Nvidia,102847.5
Dell,Notebook,15.6,1366x768,4,Linux,2.2,0,0,Other Intel,0,500,0,Intel,24741.0
Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD processor,0,2000,0,AMD,80910.0
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i3,0,1000,0,Nvidia,64440.0
Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,512,0,0,Intel,188910.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,256,0,0,Intel,142110.0
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,2256,2000,0,Nvidia,101610.0
HP,Notebook,14.0,1366x768,2,Windows,1.44,0,0,Other Intel,0,0,32,Intel,25110.0
Dell,Ultrabook,15.6,1920x1080,16,Windows,1.88,0,0,Intel Core i7,768,0,0,Intel,144716.4
Asus,2 in 1 Convertible,11.6,1366x768,4,Windows,1.5,1,0,Other Intel,0,0,32,Intel,33750.0
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,1000,0,AMD,59670.0
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,512,0,0,Nvidia,182467.8
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,Intel,117360.0
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1128,1000,0,Nvidia,126810.0
HP,Workstation,15.6,1920x1080,8,Windows,2.6,0,0,Intel Core i7,256,0,0,Nvidia,156444.3
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,512,0,0,Nvidia,126270.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,2128,2000,0,AMD,87381.0
Lenovo,Notebook,15.6,1366x768,4,No ,2.2,0,0,Other Intel,0,1000,0,Intel,28979.1
Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,0,1000,0,Nvidia,89910.0
Dell,Notebook,15.6,1366x768,8,Windows,2.36,1,0,Intel Core i5,0,2000,0,Intel,50163.3
Dell,Notebook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i5,256,0,0,Intel,128430.0
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,0,500,0,Intel,39510.0
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i5,256,0,0,Intel,85050.0
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,1128,1000,0,Nvidia,64710.0
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,0,1000,0,Intel,57510.0
Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Intel Core i3,256,0,0,Nvidia,44910.0
HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,Other Intel,0,2000,0,Intel,35010.0
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i5,1128,1000,0,AMD,97650.0
Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i5,1128,1000,0,Nvidia,72810.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i7,256,0,0,AMD,80910.0
HP,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,1,Intel Core i7,256,0,0,Intel,157500.0
Asus,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.26,1,0,Intel Core i7,2512,2000,0,Nvidia,98910.0
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD processor,128,0,0,AMD,38340.0
Asus,Gaming,17.3,1920x1080,16,Windows,3.25,0,1,AMD processor,1256,1000,0,AMD,197910.0
Lenovo,Notebook,17.3,1600x900,4,Windows,2.6,0,0,AMD processor,128,0,0,AMD,44010.0
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.62,1,0,Intel Core i7,256,0,0,Intel,78210.9
HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,AMD processor,256,0,0,AMD,44009.1
Lenovo,Netbook,11.6,1366x768,4,Windows,1.59,0,1,Other Intel,128,0,0,Intel,49770.0
Dell,Notebook,15.6,1366x768,4,Windows,1.8,0,0,Other Intel,0,500,0,Intel,27810.0
Asus,Notebook,14.0,1366x768,4,Windows,1.5,0,0,Other Intel,0,0,32,Intel,25740.0
Acer,Notebook,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i7,0,1000,0,Nvidia,76140.0
HP,Gaming,17.3,1920x1080,8,Windows,3.35,0,1,Intel Core i7,1128,1000,0,Nvidia,107190.0
Lenovo,Notebook,15.6,1920x1080,4,No ,1.85,0,0,Intel Core i3,128,0,0,Intel,36315.0
Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,1128,1000,0,Nvidia,148950.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.5,0,1,Intel Core i5,256,0,0,Nvidia,98910.0
Asus,Ultrabook,13.3,1920x1080,16,Windows,1.1,1,0,Intel Core i7,512,0,0,Intel,157401.0
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.13,0,1,Intel Core i7,512,0,0,Intel,205380.0
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.5,0,1,Intel Core i3,128,0,0,Intel,49410.0
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i5,0,500,0,AMD,123210.0
Dell,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,256,0,0,Nvidia,192150.0
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,512,0,0,Intel,225810.0
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,0,1000,0,Nvidia,93510.0
Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1256,1000,0,Nvidia,143190.0
Acer,Notebook,15.6,1366x768,12,Windows,2.2,0,1,Intel Core i5,0,1000,0,Nvidia,62459.1
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,256,0,0,Nvidia,121410.0
Dell,Notebook,15.6,1920x1080,8,Linux,2.33,0,0,Intel Core i7,256,0,0,AMD,70098.3
HP,Ultrabook,15.6,1920x1080,4,Windows,1.91,0,0,AMD processor,256,0,0,AMD,44910.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i7,256,0,0,AMD,110660.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,256,0,0,Intel,84420.0
Dell,Workstation,15.6,3840x2160,8,Windows,1.78,1,0,Intel Core i7,256,0,0,Nvidia,244080.0
Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.13,0,1,Intel Core i7,1000,0,0,Intel,236250.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,1000,0,Intel,27540.0
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,137610.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i5,1256,1000,0,AMD,103005.0
Acer,Notebook,15.6,1920x1080,8,Linux,2.5,0,0,Intel Core i7,256,0,0,Nvidia,79110.0
MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1256,1000,0,Nvidia,202410.0
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.1,0,0,Intel Core i7,512,0,0,Intel,168570.0
Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.2,0,0,Intel Core i7,512,0,0,Intel,157230.0
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,512,0,0,Intel,151200.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,500,0,Intel,36810.0
Lenovo,Notebook,11.6,1366x768,2,Windows,1.15,0,0,Other Intel,0,0,32,Intel,27400.5
Lenovo,Workstation,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,512,0,0,Nvidia,173250.0
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.7,0,1,Intel Core i7,512,0,0,Nvidia,174870.0
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,0,1000,0,AMD,42210.0
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i7,256,0,0,Intel,71010.9
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.27,1,1,Intel Core i5,256,0,0,Intel,83520.0
Dell,Notebook,15.6,1920x1080,4,Linux,2.3,0,0,Intel Core i5,256,0,0,AMD,53901.0
Dell,Notebook,13.3,1366x768,4,Windows,1.65,0,0,Intel Core i3,128,0,0,Intel,62010.0
HP,Ultrabook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,256,0,0,Intel,135000.0
Dell,Notebook,15.6,1366x768,8,Windows,2.14,0,0,Intel Core i5,0,1000,0,Intel,48595.50000000001
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i7,256,0,0,AMD,109384.2
Lenovo,2 in 1 Convertible,15.6,3840x2160,16,Windows,2.0,1,1,Intel Core i7,512,0,0,Nvidia,170910.0
Chuwi,Notebook,12.3,2736x1824,6,Windows,1.4,0,1,Other Intel,0,0,64,Intel,40410.0
HP,Notebook,15.6,1920x1080,8,Windows,2.31,0,0,Intel Core i7,256,0,0,Intel,128430.0
Asus,Notebook,15.6,1920x1080,8,Linux,2.3,0,0,Intel Core i3,0,1000,0,Nvidia,53730.0
Dell,Gaming,17.3,2560x1440,16,Windows,4.42,0,1,Intel Core i7,1256,1000,0,Nvidia,251910.0
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,1,Intel Core i7,1128,1000,0,Nvidia,104310.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,2256,2000,0,AMD,102816.0
Dell,Ultrabook,14.0,1920x1080,8,Linux,1.6,0,0,Intel Core i7,256,0,0,Intel,98910.0
HP,Gaming,17.3,1920x1080,12,Windows,3.35,0,0,Intel Core i7,1256,1000,0,Nvidia,179910.0
Mediacom,2 in 1 Convertible,11.6,1920x1080,4,Windows,1.16,1,1,Other Intel,32,0,0,Intel,26910.0
Samsung,Netbook,11.6,1366x768,4,Chrome ,1.15,0,0,Other Intel,0,0,16,Intel,24210.0
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,90900.0
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.7,0,1,Intel Core i3,128,0,0,Intel,53910.0
Lenovo,Workstation,15.6,3840x2160,16,Windows,2.3,0,1,Intel Core i7,512,0,0,Nvidia,220050.0
Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,512,0,0,Nvidia,220410.0
Asus,Gaming,17.3,1920x1080,8,Windows,3.2,0,0,AMD processor,1256,1000,0,AMD,152550.0
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel,0,500,0,Intel,31230.0
Google,Ultrabook,12.3,2400x1600,16,Chrome ,1.1,1,0,Intel Core i7,512,0,0,Intel,197910.0
Lenovo,Ultrabook,14.0,2560x1440,24,Windows,1.32,0,0,Intel Core i7,512,0,0,Intel,214380.0
Asus,Notebook,15.6,1920x1080,4,Linux,2.0,0,0,Intel Core i5,256,0,0,Intel,50310.0
Lenovo,Notebook,17.3,1600x900,8,Windows,2.8,0,0,AMD processor,0,1000,0,AMD,46710.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,256,0,0,AMD,67410.0
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i5,256,0,0,Intel,128610.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel,128,0,0,Intel,31410.0
HP,Gaming,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,1128,1000,0,Nvidia,98910.0
Dell,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,256,0,0,Nvidia,106110.0
Acer,Notebook,15.6,1366x768,4,Linux,2.4,0,0,Intel Core i5,0,500,0,Intel,39762.0
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Other Intel,0,1000,64,Nvidia,179370.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Nvidia,92496.6
Microsoft,Ultrabook,13.5,2256x1504,16,Windows,1.25,1,0,Intel Core i7,512,0,0,Intel,233010.0
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,128,0,0,Intel,53010.0
Dell,Workstation,15.6,1920x1080,16,Windows,2.17,0,1,Intel Core i7,256,0,0,Nvidia,177750.0
HP,Workstation,15.6,1920x1080,8,Windows,2.31,0,1,Intel Core i7,512,0,0,Intel,138060.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,256,0,0,Intel,121050.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.36,0,0,Intel Core i7,1128,1000,0,AMD,88110.0
Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.47,1,0,Other Intel,0,500,0,Intel,43110.0
Dell,Notebook,17.3,1920x1080,8,Windows,4.42,0,1,Intel Core i7,0,1000,0,Nvidia,184140.0
Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Other Intel,128,0,0,Intel,89010.0
Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.25,1,0,Intel Core i7,256,0,0,Intel,161910.0
HP,Notebook,17.3,1600x900,8,Windows,2.5,0,0,Intel Core i3,256,0,0,Intel,57591.0
Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i3,0,1000,0,Nvidia,48960.0
Acer,Netbook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel,128,0,0,Intel,39150.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,0,1000,0,Intel,67410.0
Lenovo,Notebook,14.0,1920x1080,8,No ,1.5,0,1,Intel Core i7,512,0,0,AMD,71910.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,256,0,0,Nvidia,188100.0
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel,0,500,0,Intel,27360.0
Acer,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,0,500,0,Nvidia,42210.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i5,0,2000,0,AMD,68310.0
HP,Gaming,17.3,1920x1080,12,Windows,3.78,0,1,Intel Core i7,0,1000,0,Nvidia,152910.0
Lenovo,Ultrabook,14.0,2560x1440,12,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,167220.0
HP,2 in 1 Convertible,13.3,3840x2160,8,Windows,1.29,1,1,Intel Core i7,512,0,0,Intel,179910.0
HP,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,500,0,AMD,103860.0
Google,Ultrabook,12.3,2400x1600,8,Chrome ,1.1,1,0,Intel Core i5,128,0,0,Intel,114750.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.42,1,0,Intel Core i5,256,0,0,Intel,165766.5
Asus,Notebook,15.6,3840x2160,12,Windows,2.06,0,1,Intel Core i7,1128,1000,0,Intel,116910.0
Dell,Notebook,14.0,1366x768,8,Windows,1.79,0,0,Intel Core i3,128,0,0,Intel,66600.0
Dell,Workstation,15.6,1920x1080,8,Windows,1.78,0,0,Intel Core i7,256,0,0,Nvidia,216720.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,180,0,0,Intel,122760.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,0,1000,0,AMD,60750.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.05,0,1,Intel Core i5,256,0,0,Intel,150480.0
